OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,Shallow Main,Condition Score,OVERSIZED,CLEANED,Shape__Length
77753,10080,ACTIVE,KIT 6,5457,34.2m 450mm  DI,TREATED,450,DI,NO,,NONE,1/1/1979,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,8.5,N,N,34.21056297
77754,76299,ACTIVE,KIT 4,6390,.4m 300mm  DI,TREATED,300,DI,NO,,NONE,7/1/1968,PURCHASED,,REGION,N,,7,1,4,N,N,8.5,N,N,0.355117671
77755,10110,ACTIVE,KIT 6,5393,67.9m 450mm  DI,TREATED,450,DI,NO,,NONE,1/1/1979,DONATED,,DUAL CITY AND REGION,N,,7,6,8,N,N,6.1,N,Y,67.85291045
77756,82566,ACTIVE,KIT 6,5393,7m 450mm  DI,TREATED,450,DI,NO,,NONE,1/1/1979,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,4.58,N,Y,7.039328387
77757,82568,ACTIVE,KIT 6,5394,15m 450mm  DI,TREATED,450,DI,NO,,NONE,1/1/1979,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,8.5,N,Y,14.95613076
77758,10090,ACTIVE,KIT 6,5402,38.5m 450mm  DI,TREATED,450,DI,NO,,NONE,1/1/1979,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,8.5,N,Y,38.5268909
77759,82570,ACTIVE,KIT 6,5456,12.5m 450mm  DI,TREATED,450,DI,NO,,NONE,1/1/1979,DONATED,,DUAL CITY AND REGION,N,,6,6,7,N,N,8.5,N,N,12.45196392
77760,10030,ACTIVE,KIT 6,21108,125m 450mm  DI,TREATED,450,DI,NO,,NONE,1/1/1979,DONATED,,DUAL CITY AND REGION,N,,7,6,7,N,N,8.5,N,N,124.9700649
77761,10100,ACTIVE,KIT 6,5396,55.7m 450mm  DI,TREATED,450,DI,NO,,NONE,1/1/1979,DONATED,,DUAL CITY AND REGION,N,,6,6,8,N,N,8.5,N,Y,55.67158117
77762,81620,ACTIVE,KIT 2W,102861,63.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,1/6/2015,PURCHASED,MTE CONSULTANTS INC.,KITCHENER,N,,0,5,46,N,N,9.35,N,N,63.94858484
77764,60080,ACTIVE,KIT 4,12102,98.1m 300mm  PVC,TREATED,300,PVC,NO,,NONE,9/1/1997,DONATED,,KITCHENER,N,,7,4,17,N,N,9.35,N,Y,98.08328057
77765,61904,ACTIVE,KIT 2W,22070,141.5m 300mm  DI,TREATED,300,DI,NO,,NONE,3/1/1977,PURCHASED,,KITCHENER,N,,7,5,33,N,N,8.5,N,N,141.533052
77766,25690,ACTIVE,KIT 4,10351,42.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/1976,DONATED,,KITCHENER,N,,6,4,12,N,N,9.35,N,Y,42.73659422
77767,82572,ACTIVE,KIT 4,10351,12.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/1/1976,DONATED,,KITCHENER,N,,6,4,12,N,N,9.35,N,Y,12.1917415
77768,74030,ACTIVE,KIT 6,600867,69.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2006,DONATED,,KITCHENER,N,,6,6,39,N,N,9.35,N,Y,69.56974431
77769,82574,ACTIVE,KIT 6,600867,8.4m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2006,DONATED,,KITCHENER,N,,6,6,39,N,N,9.35,N,Y,8.445096252
77770,82576,ACTIVE,KIT 5,601282,8.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1/1/2006,DONATED,,KITCHENER,N,,6,6,25,N,N,9.35,N,Y,8.789017602
77771,82578,ACTIVE,KIT 5,601282,8.3m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1/1/2006,DONATED,,KITCHENER,N,,6,6,24,N,N,9.35,N,Y,8.321570246
77772,70850,ACTIVE,KIT 5,601282,176.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1/1/2006,DONATED,,KITCHENER,N,,7,6,25,N,N,9.35,N,Y,176.6553773
77773,82580,ACTIVE,KIT 4,11309,4.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2001,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,Y,4.509692028
77776,82584,ACTIVE,KIT 2W,600356,21.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2003,PURCHASED,,KITCHENER,N,,7,5,35,N,N,9.35,N,N,21.33954261
77777,69550,ACTIVE,KIT 2W,600356,196.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2003,PURCHASED,,KITCHENER,N,,6,5,35,N,N,9.35,N,N,196.8590127
77778,82586,ACTIVE,KIT 4,9387,3.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1995,DONATED,,KITCHENER,N,,7,5,5,N,N,9.1,N,N,3.737134016
77779,76806,ACTIVE,KIT 4,9387,5m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1995,DONATED,,KITCHENER,N,,6,1,12,N,N,9.1,N,N,4.992951775
77780,59320,ACTIVE,KIT 4,1730,92.7m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1996,PURCHASED,,KITCHENER,N,,7,2,25,N,N,9.1,N,Y,92.6961648
77781,82588,ACTIVE,KIT 4,15908,7.6m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1966,DONATED,,KITCHENER,N,,6,4,13,N,N,8.5,N,N,7.619738935
77782,5610,ACTIVE,KIT 4,15908,91.2m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1966,DONATED,,KITCHENER,N,,6,4,13,N,N,4.7,N,N,91.20202211
77783,82590,ACTIVE,KIT 2EA,40224,18m 250mm  PVC,TREATED,250,PVC,NO,,NONE,6/1/1998,DONATED,,KITCHENER,N,,5,5,27,N,N,9.35,N,N,17.96116722
77784,61120,ACTIVE,KIT 2EA,40224,258.4m 250mm  PVC,TREATED,250,PVC,NO,,NONE,6/1/1998,DONATED,,KITCHENER,N,,6,5,28,N,N,9.35,N,N,258.4394829
77785,25470,ACTIVE,KIT 4,10370,156m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1981,PURCHASED,,KITCHENER,N,,5,4,12,N,N,8.5,N,Y,156.021688
77786,82592,ACTIVE,KIT 2W,21951,8.5m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1980,DONATED,,KITCHENER,N,,6,5,0,N,N,8.5,N,N,8.53445434
77787,82594,ACTIVE,KIT 2W,21951,.8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1980,DONATED,,KITCHENER,N,,0,5,32,N,N,8.5,N,N,0.752106907
77788,18170,ACTIVE,KIT 2W,21951,150.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1980,DONATED,,KITCHENER,N,,6,5,32,N,N,8.5,N,N,150.4203045
77789,82596,ACTIVE,KIT 4,9722,16.8m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1990,PURCHASED,,KITCHENER,N,,7,3,0,N,N,9.1,N,N,16.76332079
77790,82598,ACTIVE,KIT 4,9722,14.3m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1990,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,14.33555311
77791,55120,ACTIVE,KIT 4,9722,101.7m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1990,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,101.7483763
77792,82600,ACTIVE,KIT 4,9722,13.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1990,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,13.21233449
77793,82602,ACTIVE,KIT 4,9722,91.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1990,PURCHASED,,KITCHENER,N,,6,3,13,N,N,9.1,N,N,91.43715708
77794,82604,ACTIVE,KIT 4,9722,6.6m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1990,PURCHASED,,KITCHENER,N,,0,3,13,N,N,9.1,N,N,6.5807739
77795,82606,ACTIVE,KIT 4,600758,5.2m 200mm  DI,TREATED,200,DI,NO,,NONE,5/1/1995,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,5.177585005
77796,57620,ACTIVE,KIT 4,600758,6.4m 200mm  DI,TREATED,200,DI,NO,,NONE,5/1/1995,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,6.429950441
77799,67370,ACTIVE,KIT 4,600402,71.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2001,PURCHASED,,KITCHENER,N,,6,5,17,N,N,9.35,N,N,71.61681388
77800,82610,ACTIVE,KIT 4,103013,18.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2001,PURCHASED,,KITCHENER,N,,7,5,17,N,N,9.35,N,N,18.86171801
77803,25740,ACTIVE,KIT 4,6315,198.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1951,DONATED,,KITCHENER,N,,6,1,10,N,N,5.35,N,N,198.6374326
77805,82616,ACTIVE,KIT 2W,21792,7.2m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1977,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,N,7.163378555
77806,5460,ACTIVE,KIT 2W,21792,206.5m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1977,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,N,206.4774499
77807,82618,ACTIVE,KIT 2W,21792,5.8m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1977,DONATED,,KITCHENER,N,,6,5,30,N,N,8.5,N,N,5.83761776
77809,68810,ACTIVE,KIT 4,13167,121.3m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/2002,DONATED,,KITCHENER,N,,6,4,0,N,N,9.1,N,Y,121.3067335
77811,35240,ACTIVE,KIT 4,20982,5.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1950,PURCHASED,,KITCHENER,N,,6,1,9,N,N,7.75,N,N,5.340808982
77812,33360,ACTIVE,KIT 4,9215,32.9m 300mm  CI,TREATED,300,CI,NO,,NONE,1/1/1951,DONATED,,KITCHENER,N,,7,2,11,N,N,7.75,N,Y,32.90354196
77813,82622,ACTIVE,KIT 4,10726,12m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1954,DONATED,,KITCHENER,N,,6,5,10,N,N,7.75,N,N,12.03960033
77814,43940,ACTIVE,KIT 4,10727,89.5m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1954,DONATED,,KITCHENER,N,,6,5,12,N,N,7.75,N,N,89.48820795
77815,5110,ACTIVE,KIT 4,8634,58.7m 100mm  CI,TREATED,100,CI,NO,,NONE,6/1/1955,DONATED,,KITCHENER,N,,6,1,19,N,N,3.83,N,N,58.66023968
77816,76876,ACTIVE,KIT 4,11304,122.4m 200mm  PVC,TREATED,200,PVC,NO,,NONE,9/1/2009,PURCHASED,,KITCHENER,N,,7,2,3,N,N,9.35,N,Y,122.4000171
77817,82624,ACTIVE,KIT 4,11304,3.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,9/1/2009,PURCHASED,,KITCHENER,N,,0,2,21,N,N,9.35,N,Y,3.783028103
77818,82626,ACTIVE,KIT 2W,601483,7.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2005,DONATED,,KITCHENER,N,,6,5,40,N,N,9.35,N,N,7.537704457
77819,72280,ACTIVE,KIT 2W,601483,89m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2005,DONATED,,KITCHENER,N,,6,5,40,N,N,9.35,N,N,88.96787291
77820,3720,ACTIVE,KIT 4,6455,69.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1969,DONATED,,KITCHENER,N,,5,3,2,N,N,8.5,N,N,69.55149289
77821,82628,ACTIVE,KIT 4,6455,7.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1969,DONATED,,KITCHENER,N,,6,3,2,N,N,8.5,N,N,7.62112895
77822,82630,ACTIVE,KIT 4,9444,9.2m 200mm  DI,TREATED,200,DI,NO,,NONE,10/1/1995,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,9.19804957
77823,61390,ACTIVE,KIT 4,40132,60.8m 200mm  DI,TREATED,200,DI,NO,,NONE,10/1/1995,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,60.78756629
77824,21110,ACTIVE,KIT 4,13180,101.2m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1966,DONATED,,KITCHENER,N,,6,4,23C,N,N,6.9,N,Y,101.1657035
77825,82632,ACTIVE,KIT 4,9741,13.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1978,DONATED,,KITCHENER,N,,6,3,8,N,N,8.5,N,N,13.48541701
77826,37660,ACTIVE,KIT 4,9741,71.3m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1978,DONATED,,KITCHENER,N,,7,3,8,N,N,8.5,N,N,71.32141651
77827,10820,ACTIVE,KIT 5,9555,69.3m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,6,6,21,N,N,8.5,N,N,69.32114875
77828,6320,ACTIVE,KIT 4,15789,28m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1969,DONATED,,KITCHENER,N,,5,4,11,N,N,8.5,N,Y,27.98632672
77829,61873,ACTIVE,KIT 4,8758,125.6m 450mm  DI,UNTREATED,450,DI,NO,,NONE,1/1/1965,DONATED,,REGION,N,,0,2,8,N,Y,6.45,N,Y,125.6287586
77830,4650,ACTIVE,KIT 4,22515,208.3m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,208.2505774
77831,82634,ACTIVE,KIT 4,22515,7.7m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985,DONATED,,KITCHENER,N,,6,4,28,N,N,9.1,N,Y,7.669300817
77832,82636,ACTIVE,KIT 4,10261,6.1m 300mm  DI,TREATED,300,DI,NO,,NONE,10/1/1981,DONATED,,KITCHENER,N,,7,4,12,N,N,8.5,N,N,6.096076706
77833,35160,ACTIVE,KIT 4,10261,18.3m 300mm  DI,TREATED,300,DI,NO,,NONE,10/1/1981,DONATED,,KITCHENER,N,,6,4,12,N,N,8.5,N,N,18.34653667
77834,81000,ACTIVE,KIT 4,6674,8.7m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1991,PURCHASED,,KITCHENER,N,,8,2,31,N,N,9.1,N,Y,8.730634804
77835,76152,ACTIVE,KIT 4,8758,9.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/14/2009,PURCHASED,,KITCHENER,N,,6,1,24,N,N,9.35,N,N,9.052493602
77836,82638,ACTIVE,KIT 6,21077,22.9m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1985,DONATED,,KITCHENER,N,,6,6,6,N,N,9.1,N,N,22.85985685
77837,27750,ACTIVE,KIT 6,21077,58.7m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1985,DONATED,,KITCHENER,N,,6,6,6,N,N,9.1,N,N,58.74988276
77838,13520,ACTIVE,KIT 6,21746,3.1m 150mm  DI,TREATED,150,DI,NO,,NONE,4/15/1986,DONATED,,REGION,N,,6,6,0,N,N,9.1,N,Y,3.133569722
77839,82640,ACTIVE,KIT 6,21746,1.4m 150mm  DI,TREATED,150,DI,NO,,NONE,4/15/1986,DONATED,,REGION,N,,0,6,0,N,N,9.1,N,Y,1.420293874
77840,82642,ACTIVE,KIT 4,10756,17.9m 200mm  CI,TREATED,200,CI,NO,,NONE,9/1/1967,PURCHASED,,KITCHENER,N,,7,5,17,N,N,7.85,N,N,17.87770724
77841,18000,ACTIVE,KIT 4,10756,209.9m 200mm  CI,TREATED,200,CI,NO,,NONE,9/1/1967,PURCHASED,,KITCHENER,N,,7,5,17,N,Y,4.6,N,N,209.8614184
77842,82644,ACTIVE,KIT 4,10756,12.9m 200mm  CI,TREATED,200,CI,NO,,NONE,9/1/1967,PURCHASED,,KITCHENER,N,,7,5,17,N,N,7.85,N,N,12.85507432
77843,82646,ACTIVE,KIT 4,5864,3.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2004,DONATED,,KITCHENER,N,,7,2,6,N,N,9.35,N,Y,3.841924086
77844,82648,ACTIVE,KIT 4,5869,30.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2004,DONATED,,KITCHENER,N,,7,2,7,N,N,9.35,N,Y,30.77117769
77845,82650,ACTIVE,KIT 4,5869,1.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2004,DONATED,,KITCHENER,N,,0,2,7,N,N,9.35,N,Y,1.901426706
77846,63200,ACTIVE,KIT 4,5869,35.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2004,DONATED,,KITCHENER,N,,7,2,7,N,N,9.35,N,Y,35.85096523
77847,82652,ACTIVE,KIT 4,9446,8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1993,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,7.994275762
77848,82654,ACTIVE,KIT 4,9446,121.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1993,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,121.2201257
77849,55200,ACTIVE,KIT 4,9446,156.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1993,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,156.2398812
77850,82656,ACTIVE,KIT 4,9446,140.8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1993,DONATED,,KITCHENER,N,,6,3,10,N,N,9.1,N,N,140.7763991
77851,82658,ACTIVE,KIT 4,9446,8.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1993,DONATED,,KITCHENER,N,,6,3,9,N,N,9.1,N,N,8.380331792
77852,61828,ACTIVE,KIT 4,23220,45.3m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1967,DONATED,,KITCHENER,N,,5,4,24,N,N,5.3,N,Y,45.30443845
77853,82660,ACTIVE,KIT 4,10044,11.9m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1954,DONATED,,KITCHENER,N,,6,4,20,N,N,7.75,N,Y,11.88724106
77854,31180,ACTIVE,KIT 4,10044,168.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1954,DONATED,,KITCHENER,N,,6,4,20,N,Y,4.1,N,Y,168.3774877
77855,82662,ACTIVE,KIT 4,10892,1.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1977,PURCHASED,,KITCHENER,N,,7,5,5,N,N,8.5,N,N,1.376451486
77856,82664,ACTIVE,KIT 4,10892,9.5m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1977,PURCHASED,,KITCHENER,N,,6,5,5,N,N,8.5,N,N,9.489362067
77857,5680,ACTIVE,KIT 4,10892,229.7m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1977,PURCHASED,,KITCHENER,N,,8,5,5,N,N,8.5,N,N,229.6806467
77858,5950,ACTIVE,KIT 4,6645,174.6m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1984,PURCHASED,,KITCHENER,N,,7,2,3,N,N,8.5,N,Y,174.563474
77859,82666,ACTIVE,KIT 4,6645,.5m 300mm  DI,TREATED,300,DI,NO,,NONE,6/1/1984,PURCHASED,,KITCHENER,N,,6,2,3,N,N,8.5,N,Y,0.489813689
77860,82668,ACTIVE,KIT 5,601322,13m 300mm  PVC,TREATED,300,PVC,NO,,NONE,12/13/2007,DONATED,NA,KITCHENER,N,,6,6,24,N,N,9.35,N,Y,13.02378238
77861,69140,ACTIVE,KIT 5,601322,58.4m 300mm  PVC,TREATED,300,PVC,NO,,NONE,4/8/2003,DONATED,NA,KITCHENER,N,,6,6,25,N,N,9.35,N,Y,58.40728921
77862,82670,ACTIVE,KIT 5,601322,7.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,4/8/2003,DONATED,NA,KITCHENER,N,,6,6,25,N,N,9.35,N,Y,7.347096395
77863,82672,ACTIVE,KIT 6,5459,6.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1979,DONATED,,KITCHENER,N,,6,6,7,N,N,8.5,N,N,6.602726333
77864,37840,ACTIVE,KIT 6,5459,300.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1979,DONATED,,KITCHENER,N,,6,6,7,N,N,8.5,N,N,300.3946043
77865,82674,ACTIVE,KIT 6,5459,7.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1979,DONATED,,KITCHENER,N,,6,6,7,N,N,8.5,N,N,7.597756174
77866,82676,ACTIVE,KIT 6,5459,112.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1979,DONATED,,KITCHENER,N,,6,6,7,N,N,8.5,N,N,112.6813292
77867,82678,ACTIVE,KIT 5,25353,25.3m 300mm  PVC,TREATED,300,PVC,NO,,NONE,9/1/1995,DONATED,,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,25.29888883
77868,55440,ACTIVE,KIT 5,25353,87.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,9/1/1995,DONATED,,KITCHENER,N,,7,6,30,N,N,9.35,N,Y,87.71660262
77869,68380,ACTIVE,KIT 5,600360,71m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2002,DONATED,,KITCHENER,N,,6,6,31,N,N,9.35,N,Y,71.04047626
77870,82680,ACTIVE,KIT 5,9528,7.8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1976,DONATED,,KITCHENER,N,,6,6,18,N,N,8.5,N,Y,7.842906124
77871,82682,ACTIVE,KIT 5,9528,7.6m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1976,DONATED,,KITCHENER,N,,6,6,18,N,N,8.5,N,Y,7.587613359
77872,82684,ACTIVE,KIT 5,9528,1.5m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1976,DONATED,,KITCHENER,N,,6,6,18,N,N,8.5,N,Y,1.525780429
77873,30210,ACTIVE,KIT 5,9528,254.3m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1976,DONATED,,KITCHENER,N,,6,6,18,N,N,8.5,N,Y,254.2893743
77874,82686,ACTIVE,KIT 5,9528,150.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1976,DONATED,,KITCHENER,N,,6,6,18,N,N,7.3,N,Y,150.2223157
77875,82688,ACTIVE,KIT 2W,21913,16.9m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,7,5,0,N,N,8.5,N,N,16.92627929
77876,14050,ACTIVE,KIT 2W,21913,187.8m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,7,5,31,N,N,8.5,N,N,187.7699823
77877,910,ACTIVE,KIT 4,12651,83.8m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1978,PURCHASED,,KITCHENER,N,,7,2,39,N,N,8.5,N,Y,83.83399165
77878,82690,ACTIVE,KIT 2W,16144,5.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2/1/1990,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,N,5.626956733
77879,31260,ACTIVE,KIT 2W,16144,108.3m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2/1/1990,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,N,108.2820046
77880,82692,ACTIVE,KIT 4,6634,12.9m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985,PURCHASED,,KITCHENER,N,,7,2,22,N,N,9.1,N,Y,12.85814703
77881,16800,ACTIVE,KIT 4,6634,107.3m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1961,PURCHASED,,KITCHENER,N,,7,2,21,N,N,4.95,N,Y,107.2970008
77882,82694,ACTIVE,KIT 4,6634,1.8m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1961,PURCHASED,,KITCHENER,N,,8,2,21,N,N,7.75,N,Y,1.806192907
77883,2840,ACTIVE,KIT 4,10491,253.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1947,DONATED,,KITCHENER,N,,6,2,39,N,N,6.9,N,Y,253.7065106
77884,36120,ACTIVE,KIT 4,10116,64.7m 250mm  CI,TREATED,250,CI,NO,,NONE,1/1/1954,DONATED,,KITCHENER,N,,6,4,0,N,N,7.75,N,Y,64.73413345
77885,82696,ACTIVE,KIT 4,9925,2.1m 250mm  CI,TREATED,250,CI,NO,,NONE,1/1/1954,DONATED,,KITCHENER,N,,6,4,7,N,N,7.75,N,Y,2.129739777
77886,28620,ACTIVE,KIT 4,15102,129.7m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985,DONATED,,KITCHENER,N,,7,4,29,N,N,9.1,N,Y,129.6651517
77887,82698,ACTIVE,KIT 4,15111,2.2m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985,DONATED,,KITCHENER,N,,0,4,29,N,N,9.1,N,Y,2.174321284
77888,82700,ACTIVE,KIT 4,15102,9.6m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1985,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,9.635250379
77889,82702,ACTIVE,KIT 5,25688,7.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/1/1996,DONATED,,KITCHENER,N,,6,6,21,N,N,9.35,N,N,7.76887197
77890,82704,ACTIVE,KIT 5,25688,10.5m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/1/1996,DONATED,,KITCHENER,N,,6,6,21,N,N,9.35,N,N,10.45359927
77891,58230,ACTIVE,KIT 5,25688,154.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/1/1996,DONATED,,KITCHENER,N,,6,6,21,N,N,9.35,N,N,154.1434527
77892,82706,ACTIVE,KIT 5,25688,184.7m 200mm  PVC,TREATED,200,PVC,NO,,NONE,8/1/1996,DONATED,,KITCHENER,N,,6,6,21,N,N,9.35,N,N,184.7321969
77894,76140,ACTIVE,KIT 4,6674,104.5m 300mm  PVC,TREATED,300,PVC,NO,,NONE,9/1/2008,PURCHASED,,KITCHENER,N,,8,2,31,N,N,9.35,N,Y,104.5261423
77897,82710,ACTIVE,KIT 5,5602,11.9m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971,DONATED,,KITCHENER,N,,6,6,19,N,N,8.5,N,Y,11.88880449
77898,60970,ACTIVE,KIT 5,6174,47.4m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971,DONATED,,KITCHENER,N,,7,6,19,N,N,8.5,N,Y,47.42973255
77899,82712,ACTIVE,KIT 4,21813,12.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,N,12.48977646
77900,82714,ACTIVE,KIT 4,21808,87.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,N,87.45839719
77901,1660,ACTIVE,KIT 4,21815,181.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974,PURCHASED,,KITCHENER,N,,7,3,14,N,N,8.5,N,N,181.4428976
