OBJECTID,WATMAINID,STATUS,PRESSURE_ZONE,ROADSEGMENTID,MAP_LABEL,CATEGORY,PIPE_SIZE,MATERIAL,LINED,LINED_DATE,LINED_MATERIAL,INSTALLATION_DATE,ACQUISITION,CONSULTANT,OWNERSHIP,BRIDGE_MAIN,BRIDGE_DETAILS,CRITICALITY,REL_CLEANING_AREA,REL_CLEANING_SUBAREA,Undersized,Shallow Main,Condition Score,OVERSIZED,CLEANED,Shape__Length
80293,84910,ACTIVE,KIT 6,20596,138.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1990,DONATED,,KITCHENER,N,,6,6,40,N,N,9.1,N,Y,138.2262328
80294,84912,ACTIVE,KIT 6,20596,13.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1990,DONATED,,KITCHENER,N,,7,6,40,N,N,9.1,N,Y,13.43946032
80295,84914,ACTIVE,KIT 6,20596,139.5m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1990,DONATED,,KITCHENER,N,,7,6,40,N,N,9.1,N,Y,139.5160902
80296,84916,ACTIVE,KIT 6,20596,90.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1990,DONATED,,KITCHENER,N,,6,6,40,N,N,9.1,N,Y,90.3733125
80297,44530,ACTIVE,KIT 6,20596,177.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1990,DONATED,,KITCHENER,N,,6,6,40,N,N,9.1,N,Y,177.0858591
80298,27620,ACTIVE,KIT 4,10358,218.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1976,PURCHASED,,KITCHENER,N,,6,4,12,N,N,8.95,N,Y,218.8353431
80299,84918,ACTIVE,KIT 4,10358,7.9m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1976,PURCHASED,,KITCHENER,N,,5,4,12,N,N,9.35,N,Y,7.925010102
80300,8580,ACTIVE,KIT 4,22923,166m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1987,DONATED,,KITCHENER,N,,5,4,2,N,N,6.7,N,Y,166.0071493
80301,84920,ACTIVE,KIT 4,22923,5.8m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1987,DONATED,,KITCHENER,N,,5,4,2,N,N,9.1,N,Y,5.759462474
80302,84922,ACTIVE,KIT 2W,22675,10.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1979,DONATED,,KITCHENER,N,,6,5,32,N,N,8.5,N,N,10.65848356
80303,84924,ACTIVE,KIT 2W,22675,77.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1979,DONATED,,KITCHENER,N,,6,5,32,N,N,8.5,N,N,77.89704368
80304,43100,ACTIVE,KIT 2W,22675,272.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1979,DONATED,,KITCHENER,N,,6,5,32,N,N,8.5,N,N,272.9365668
80305,54690,ACTIVE,KIT 6,4857,34.8m 450mm  PVC,TREATED,450,PVC,NO,,NONE,6/1/1995,DONATED,,DUAL CITY AND REGION,N,,6,6,36,N,N,9.35,N,Y,34.82663625
80306,84926,ACTIVE,KIT 6,4857,6.4m 450mm  PVC,TREATED,450,PVC,NO,,NONE,6/1/1995,DONATED,,DUAL CITY AND REGION,N,,6,6,36,N,N,9.35,N,Y,6.361647941
80307,84928,ACTIVE,KIT 5,5614,14.3m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971,DONATED,,KITCHENER,N,,6,6,13,N,N,8.5,N,Y,14.34348058
80308,11860,ACTIVE,KIT 5,5614,69.2m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1971,DONATED,,KITCHENER,N,,6,6,13,N,N,8.5,N,Y,69.20506545
80309,84930,ACTIVE,KIT 5,20625,6.4m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1987,DONATED,,KITCHENER,N,,5,6,44,N,N,9.1,N,Y,6.43756329
80310,27080,ACTIVE,KIT 5,20625,57.7m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1987,DONATED,,KITCHENER,N,,6,6,44,N,N,9.1,N,Y,57.68964984
80311,84932,ACTIVE,KIT 5,20625,5m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1987,DONATED,,KITCHENER,N,,5,6,44,N,N,9.1,N,Y,5.006292488
80312,27150,ACTIVE,KIT 4,13265,579m 600mm  CPP,TREATED,600,CPP,NO,,NONE,1/1/1966,PURCHASED,,REGION,N,,6,5,0,N,N,9.15,N,N,578.9844792
80313,84934,ACTIVE,KIT 2W,601482,11.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,8/1/2011,DONATED,MTE,KITCHENER,N,,5,5,39,N,N,9.35,N,N,11.58928287
80314,77156,ACTIVE,KIT 2W,601482,35.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,8/1/2011,DONATED,MTE,KITCHENER,N,,6,5,39,N,N,9.35,N,N,35.61638949
80315,18300,ACTIVE,KIT 5,1296,80.6m 300mm  DI,TREATED,300,DI,NO,,NONE,9/1/1968,DONATED,NA,KITCHENER,N,,7,6,43,N,N,6.1,N,Y,80.5619562
80316,84936,ACTIVE,KIT 5,25338,4.2m 200mm  PVC,TREATED,200,PVC,NO,,NONE,9/1/1995,DONATED,,KITCHENER,N,,6,6,30,N,N,9.35,N,Y,4.233510808
80317,56010,ACTIVE,KIT 5,25338,214.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,9/1/1995,DONATED,,KITCHENER,N,,6,6,31,N,N,9.35,N,Y,214.7779113
80318,76796,ACTIVE,KIT 4,1338,11.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,11/18/2010,PURCHASED,,KITCHENER,N,,6,1,26,N,N,9.35,N,N,11.70698479
80319,84938,ACTIVE,KIT 6,21190,65.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1985,DONATED,,KITCHENER,N,,6,6,2,N,N,9.1,N,Y,65.21536064
80320,44270,ACTIVE,KIT 6,21190,124.8m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1985,DONATED,,KITCHENER,N,,7,6,2,N,N,9.1,N,Y,124.7910367
80321,84940,ACTIVE,KIT 6,5572,10.8m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1987,DONATED,,KITCHENER,N,,7,6,9,N,N,9.1,N,N,10.81332171
80322,84942,ACTIVE,KIT 6,5572,65.2m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1987,DONATED,,KITCHENER,N,,6,6,9,N,N,9.1,N,N,65.16596931
80323,84944,ACTIVE,KIT 6,5593,12.4m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1987,DONATED,,KITCHENER,N,,6,6,9,N,N,9.1,N,N,12.37568901
80324,84946,ACTIVE,KIT 6,5572,161.3m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1987,DONATED,,KITCHENER,N,,6,6,9,N,N,9.1,N,N,161.2694589
80325,7930,ACTIVE,KIT 6,5572,205.2m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1987,DONATED,,KITCHENER,N,,6,6,9,N,N,9.1,N,N,205.1625163
80326,65920,ACTIVE,KIT 5,40326,136.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2003,DONATED,,KITCHENER,N,,6,6,26,N,N,9.35,N,Y,136.6611381
80327,84948,ACTIVE,KIT 5,40326,24.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/2003,DONATED,,KITCHENER,N,,6,6,26,N,N,9.35,N,Y,24.93082672
80328,41780,ACTIVE,KIT 4,22531,63.6m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1985,DONATED,,KITCHENER,N,,5,4,29,N,N,9.1,N,Y,63.60002754
80329,84950,ACTIVE,KIT 4,22531,5.5m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1985,DONATED,,KITCHENER,N,,5,4,29,N,N,9.1,N,Y,5.53414155
80330,84952,ACTIVE,KIT 6,5449,1.5m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1975,DONATED,,KITCHENER,N,,6,6,8,N,N,8.5,N,Y,1.523964567
80331,31250,ACTIVE,KIT 6,5449,59.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1975,DONATED,,KITCHENER,N,,7,6,8,N,N,8.5,N,Y,59.36514121
80333,42050,ACTIVE,KIT 4,20774,304.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1959,DONATED,,KITCHENER,N,,6,1,31,N,N,4.95,N,N,304.8228864
80334,84956,ACTIVE,KIT 4,603852,12.5m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1958,DONATED,,KITCHENER,N,,5,5,4,N,N,7.75,N,N,12.49677769
80335,8060,ACTIVE,KIT 4,603851,200.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1958,DONATED,,KITCHENER,N,,5,5,4,N,Y,4.5,N,N,200.8272473
80336,66850,ACTIVE,KIT 4,6832,19m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/1/2001,PURCHASED,,KITCHENER,N,,6,2,17,N,N,9.35,N,Y,19.03335769
80337,38630,ACTIVE,KIT 4,1372,12.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1925,PURCHASED,,KITCHENER,N,,6,1,28,N,N,7.75,N,N,12.35324017
80338,84958,ACTIVE,KIT 4,1372,5.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1925,PURCHASED,,KITCHENER,N,,6,1,29,N,N,7.75,N,N,5.785739151
80339,84960,ACTIVE,KIT 2W,40364,11.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2000,DONATED,,KITCHENER,N,,7,5,38,N,N,9.35,N,N,11.74154771
80340,64810,ACTIVE,KIT 2W,40364,153.6m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2000,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,N,153.6139878
80341,84962,ACTIVE,KIT 2W,40364,5.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/2000,DONATED,,KITCHENER,N,,6,5,38,N,N,9.35,N,N,5.092786743
80342,84964,ACTIVE,KIT 4,105004,124.6m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1966,DONATED,,KITCHENER,N,,5,4,3,N,N,7.45,N,Y,124.6236307
80345,84968,ACTIVE,KIT 4,22957,7.7m 100mm  DI,TREATED,100,DI,NO,,NONE,1/1/1968,DONATED,,KITCHENER,N,,6,5,14,N,N,8.5,N,N,7.667228146
80346,34770,ACTIVE,KIT 4,22957,42m 100mm  DI,TREATED,100,DI,NO,,NONE,1/1/1968,DONATED,,KITCHENER,N,,5,5,14,N,N,4.7,N,N,42.01127388
80347,84970,ACTIVE,KIT 2E,602244,12.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,4/19/2010,PURCHASED,,KITCHENER,N,,6,5,25,N,N,9.35,N,N,12.07932806
80348,76506,ACTIVE,KIT 2E,602244,124.6m 200mm  PVC,TREATED,200,PVC,NO,,NONE,4/19/2010,PURCHASED,,KITCHENER,N,,6,5,25,N,N,9.35,N,N,124.5888461
80349,25510,ACTIVE,KIT 4,1699,40.6m 25mm  COP,TREATED,25,COP,NO,,NONE,1/1/1950,DONATED,,KITCHENER,N,,3,1,17,N,N,5.6,N,N,40.5909793
80350,84972,ACTIVE,KIT 4,1699,11.6m 25mm  COP,TREATED,25,COP,NO,,NONE,1/1/1950,DONATED,,KITCHENER,N,,3,1,17,N,N,8.8,N,N,11.55929014
80353,12350,ACTIVE,KIT 4,9400,115m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1959,PURCHASED,,KITCHENER,N,,7,5,0,N,N,7.75,N,N,115.0479098
80354,84976,ACTIVE,KIT 4,9403,4.6m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1959,PURCHASED,,KITCHENER,N,,6,5,14,N,N,7.75,N,N,4.571861503
80355,61010,ACTIVE,KIT 6,40246,5.7m 300mm  PVC,TREATED,300,PVC,NO,,NONE,3/1/1998,DONATED,,KITCHENER,N,,7,6,35,N,N,9.35,N,Y,5.70115076
80356,84978,ACTIVE,KIT 5,6273,12.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,5,6,20,N,N,8.5,N,Y,12.37794058
80357,38870,ACTIVE,KIT 5,6273,71m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,5,6,20,N,N,8.5,N,Y,70.97905338
80358,18670,ACTIVE,KIT 4,10222,95.4m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1960,DONATED,,KITCHENER,N,,6,4,1,N,N,4.15,N,Y,95.36894339
80359,84980,ACTIVE,KIT 4,10222,12.1m 200mm  CI,TREATED,200,CI,NO,,NONE,1/1/1960,DONATED,,KITCHENER,N,,6,4,2,N,N,7.75,N,Y,12.12971716
80362,84984,ACTIVE,KIT 4,15947,9.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1/1/1992,DONATED,,KITCHENER,N,,6,4,16,N,N,9.35,N,Y,9.811580491
80363,20900,ACTIVE,KIT 4,15153,139.8m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1/1/1992,DONATED,,KITCHENER,N,,6,4,17,N,N,9.35,N,Y,139.7508227
80364,84986,ACTIVE,KIT 4,15147,1.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1/1/1992,DONATED,,KITCHENER,N,,0,4,17,N,N,9.35,N,Y,1.141951313
80365,84988,ACTIVE,KIT 4,15153,10m 200mm  PVC,TREATED,200,PVC,NO,,NONE,1/1/1992,DONATED,,KITCHENER,N,,7,4,17,N,N,9.35,N,Y,10.03722252
80366,84990,ACTIVE,KIT 4,601156,11.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2005,DONATED,,KITCHENER,N,,7,4,32,N,N,9.35,N,Y,11.10632443
80367,71830,ACTIVE,KIT 4,601156,44.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2005,DONATED,,KITCHENER,N,,7,4,32,N,N,9.35,N,Y,44.09765646
80368,84992,ACTIVE,KIT 4,601156,11.3m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2005,DONATED,,KITCHENER,N,,7,4,32,N,N,9.35,N,Y,11.27590014
80369,35520,ACTIVE,KIT 4,21412,78.9m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1988,DONATED,,KITCHENER,N,,7,3,17,N,N,9.1,N,N,78.93466262
80370,84994,ACTIVE,KIT 6,40245,12.9m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/1999,DONATED,,KITCHENER,N,,6,6,36,N,N,9.35,N,Y,12.94164506
80371,62610,ACTIVE,KIT 6,40245,41.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/1999,DONATED,,KITCHENER,N,,6,6,36,N,N,9.35,N,Y,41.79039583
80372,84996,ACTIVE,KIT 6,40245,8.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,6/1/1999,DONATED,,KITCHENER,N,,6,6,36,N,N,9.35,N,Y,8.779959702
80373,84998,ACTIVE,KIT 6,5506,40.2m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1980,DONATED,,KITCHENER,N,,6,6,3,N,N,8.5,N,Y,40.15200134
80374,19400,ACTIVE,KIT 6,5506,97m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1980,DONATED,,KITCHENER,N,,6,6,3,N,N,8.5,N,Y,96.99161202
80375,69455,ACTIVE,KIT 4,11370,206.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,4/18/2008,PURCHASED,NA,KITCHENER,N,,7,2,2,N,N,8.95,N,Y,206.506035
80377,33570,ACTIVE,KIT 4,10332,10.4m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1977,DONATED,,KITCHENER,N,,5,4,11,N,N,8.5,N,Y,10.39971622
80378,85002,ACTIVE,KIT 4,10333,5.5m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1977,DONATED,,KITCHENER,N,,6,4,11,N,N,8.5,N,Y,5.500219723
80379,8820,ACTIVE,KIT 4,6420,173.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1969,DONATED,,KITCHENER,N,,5,3,1,N,N,8.5,N,N,173.6872375
80380,85004,ACTIVE,KIT 4,6353,7.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1969,DONATED,,KITCHENER,N,,5,3,1,N,N,8.5,N,N,7.702944528
80381,68120,ACTIVE,KIT 4,602202,12m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/1/2002,DONATED,,KITCHENER,N,,6,5,19,N,N,9.35,N,N,11.97415501
80382,85006,ACTIVE,KIT 4,13142,3.8m 300mm  PVC,TREATED,300,PVC,NO,,NONE,11/1/2002,DONATED,,KITCHENER,N,,6,5,19,N,N,9.35,N,N,3.757249223
80383,5370,ACTIVE,KIT 4,11495,80m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1982,PURCHASED,,KITCHENER,N,,6,2,15,N,N,5.65,N,Y,79.9965304
80384,85008,ACTIVE,KIT 4,11495,14.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1982,PURCHASED,,KITCHENER,N,,7,2,14,N,N,4.7,N,Y,14.91819859
80385,5020,ACTIVE,KIT 4,9924,123.9m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1959,DONATED,,KITCHENER,N,,5,4,8,N,N,6.15,N,Y,123.9493955
80386,85010,ACTIVE,KIT 4,9924,1.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1959,DONATED,,KITCHENER,N,,5,4,7,N,N,7.75,N,Y,1.81177747
80387,85012,ACTIVE,KIT 4,23065,7.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1967,DONATED,,KITCHENER,N,,6,4,22,N,N,3.93,N,Y,7.33742539
80388,85014,ACTIVE,KIT 4,23065,11m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1967,DONATED,,KITCHENER,N,,6,4,22,N,N,7.85,N,Y,10.97104339
80389,37610,ACTIVE,KIT 4,23065,195.2m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1967,DONATED,,KITCHENER,N,,6,4,22,N,N,5.85,N,Y,195.1701004
80390,85016,ACTIVE,KIT 4,23065,194.9m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1967,DONATED,,KITCHENER,N,,6,4,22,N,N,5.45,N,Y,194.8878599
80392,31390,ACTIVE,KIT 4,6765,79m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1991,DONATED,,KITCHENER,N,,6,2,23,N,N,8.65,N,Y,78.95382891
80393,24690,ACTIVE,KIT 6,6087,65.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1989,DONATED,,KITCHENER,N,,5,6,37,N,N,9.1,N,Y,65.14435106
80394,85020,ACTIVE,KIT 4,8612,1.8m 100mm  CI,TREATED,100,CI,NO,,NONE,1/1/1956,DONATED,,KITCHENER,N,,5,1,31,N,N,7.75,N,N,1.822361796
80395,85022,ACTIVE,KIT 4,8612,1.5m 100mm  CI,TREATED,100,CI,NO,,NONE,1/1/1956,DONATED,,KITCHENER,N,,5,1,31,N,N,7.75,N,N,1.527550984
80396,7290,ACTIVE,KIT 4,8612,201.5m 100mm  CI,TREATED,100,CI,NO,,NONE,1/1/1956,DONATED,,KITCHENER,N,,5,1,31,N,Y,4.9,N,N,201.4597517
80397,21090,ACTIVE,KIT 4,13209,102.8m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1966,DONATED,,KITCHENER,N,,6,4,23C,N,N,6.9,N,Y,102.7732997
80400,20790,ACTIVE,KIT 4,1230,13.4m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1968,DONATED,,KITCHENER,N,,6,1,22,N,N,8.5,N,N,13.37794992
80401,85026,ACTIVE,KIT 2W,22032,4.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1971,DONATED,,KITCHENER,N,,5,5,33,N,N,8.5,N,N,4.714998642
80402,153574,ACTIVE,KIT 2W,22032,168.3m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1971,DONATED,,KITCHENER,N,,5,5,33,N,N,8.5,N,N,168.2687899
80403,85028,ACTIVE,KIT 2W,22032,7.2m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1971,DONATED,,KITCHENER,N,,6,5,33,N,N,8.5,N,N,7.152096757
80404,85030,ACTIVE,KIT 5,9468,12.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,6,6,22,N,N,8.5,N,Y,12.51505525
80405,3020,ACTIVE,KIT 5,9468,110.5m 300mm  DI,TREATED,300,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,6,6,23,N,N,8.5,N,Y,110.5078954
80406,85032,ACTIVE,KIT 4,11586,13.7m 100mm  CI,TREATED,100,CI,NO,,NONE,1/1/1961,DONATED,,KITCHENER,N,,5,4,2,N,N,7.75,N,Y,13.69890985
80407,23980,ACTIVE,KIT 4,11586,72.8m 100mm  CI,TREATED,100,CI,NO,,NONE,1/1/1961,DONATED,,KITCHENER,N,,5,4,2,N,N,4.55,N,Y,72.7863989
80408,56150,ACTIVE,KIT 6,5546,135.2m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1998,DONATED,,KITCHENER,N,,5,6,37,N,N,9.35,N,Y,135.1508954
80409,85034,ACTIVE,KIT 6,5546,117.8m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1998,DONATED,,KITCHENER,N,,5,6,37,N,N,9.35,N,Y,117.7954449
80410,85036,ACTIVE,KIT 4,600892,9.9m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2005,DONATED,,KITCHENER,N,,6,5,18,N,N,9.35,N,N,9.860500289
80411,71640,ACTIVE,KIT 4,600892,28m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/2005,DONATED,,KITCHENER,N,,6,5,18,N,N,9.35,N,N,27.9929829
80412,42220,ACTIVE,KIT 6,4837,84.6m 450mm  DI,TREATED,450,DI,NO,,NONE,6/1/1987,DONATED,,DUAL CITY AND REGION,N,,7,6,9,N,N,9.1,N,Y,84.6189152
80413,97592,ACTIVE,KIT 4,6805,138.4m 150mm  PVC,TREATED,150,PVC,NO,,NONE,2/1/2003,PURCHASED,NA,KITCHENER,N,,6,2,23,N,N,9.35,N,Y,138.4451269
80414,38570,ACTIVE,KIT 4,1277,257.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1928,PURCHASED,,KITCHENER,N,,5,1,29,N,N,7.75,N,N,257.6804672
80415,85038,ACTIVE,KIT 4,1334,18.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1928,PURCHASED,,KITCHENER,N,,5,1,29,N,N,7.75,N,N,18.36798197
80418,85042,ACTIVE,KIT 4,22577,12.8m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1986,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,12.77840683
80419,31290,ACTIVE,KIT 4,22577,76.7m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1986,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,76.71433057
80420,85044,ACTIVE,KIT 4,22577,12.7m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1986,DONATED,,KITCHENER,N,,6,4,29,N,N,9.1,N,Y,12.66871627
80421,85046,ACTIVE,KIT 4,10130,8.7m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1956,DONATED,,KITCHENER,N,,5,2,10,N,N,7.75,N,Y,8.676610187
80422,61832,ACTIVE,KIT 4,601080,70.8m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1956,DONATED,,KITCHENER,N,,5,2,10,N,N,7.75,N,Y,70.79490706
80424,85048,ACTIVE,KIT 4,15879,3.4m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1952,DONATED,,KITCHENER,N,,6,4,4,N,N,7.75,N,Y,3.39745307
80425,18030,ACTIVE,KIT 4,10942,40.5m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1994,PURCHASED,,KITCHENER,N,,7,5,17,N,N,9.1,N,N,40.53102145
80426,85050,ACTIVE,KIT 4,10942,1.2m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1994,PURCHASED,,KITCHENER,N,,0,5,17,N,N,9.1,N,N,1.204968636
80427,85052,ACTIVE,KIT 4,10942,10.1m 200mm  DI,TREATED,200,DI,NO,,NONE,6/1/1994,PURCHASED,,KITCHENER,N,,6,5,17,N,N,9.1,N,N,10.10739337
80429,30420,ACTIVE,KIT 4,15888,313.4m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1965,DONATED,,KITCHENER,N,,6,4,10,N,N,8.5,N,Y,313.4225282
80430,85056,ACTIVE,KIT 4,15958,12.7m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1976,DONATED,,KITCHENER,N,,6,4,16,N,N,9.35,N,Y,12.66614959
80431,85058,ACTIVE,KIT 4,15958,12.5m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1976,DONATED,,KITCHENER,N,,6,4,16,N,N,9.35,N,Y,12.51301697
80432,9240,ACTIVE,KIT 4,15958,194.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,1/1/1976,DONATED,,KITCHENER,N,,6,4,16,N,N,9.35,N,Y,194.1128496
80433,62240,ACTIVE,KIT 4,602683,15.1m 200mm  PVC,TREATED,200,PVC,NO,,NONE,6/1/1999,PURCHASED,,KITCHENER,N,,6,4,18,N,N,5.55,N,Y,15.14195675
80434,85060,ACTIVE,KIT 4,602683,1.1m 150mm  PVC,TREATED,150,PVC,NO,,NONE,6/1/1999,PURCHASED,,KITCHENER,N,,0,4,18,N,N,9.35,N,Y,1.084739231
80435,12220,ACTIVE,KIT 4,11635,174.1m 600mm  CPP,TREATED,600,CPP,NO,,NONE,3/1/1970,DONATED,,REGION,N,,7,1,0,N,N,9.15,N,N,174.0540886
80436,85062,ACTIVE,KIT 4,11631,129.4m 600mm  CPP,TREATED,600,CPP,NO,,NONE,3/1/1970,DONATED,,REGION,N,,6,1,0,N,N,9.15,N,N,129.4415404
80437,1630,ACTIVE,KIT 4,15179,94.2m 150mm  DI,TREATED,150,DI,NO,,NONE,6/1/1985,DONATED,,KITCHENER,N,,5,4,28,N,N,9.1,N,Y,94.15108961
80438,36180,ACTIVE,KIT 4,11606,4.3m 150mm  CI,TREATED,150,CI,NO,,NONE,1/1/1932,PURCHASED,,KITCHENER,N,,6,2,2,N,N,7.75,N,Y,4.322803888
80439,85064,ACTIVE,KIT 4,15140,6m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1988,DONATED,,KITCHENER,N,,6,4,16,N,N,9.1,N,Y,6.018281376
80440,9190,ACTIVE,KIT 4,15140,88m 200mm  DI,TREATED,200,DI,NO,,NONE,1/1/1988,DONATED,,KITCHENER,N,,6,4,16,N,N,9.1,N,Y,88.02112073
80441,85066,ACTIVE,KIT 5,9305,12.9m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,5,6,23,N,N,8.5,N,Y,12.85045572
80442,4380,ACTIVE,KIT 5,9305,229.1m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,5,6,23,N,N,8.5,N,Y,229.1387954
80443,85068,ACTIVE,KIT 5,9305,10.7m 150mm  DI,TREATED,150,DI,NO,,NONE,1/1/1974,DONATED,,KITCHENER,N,,5,6,23,N,N,8.5,N,Y,10.74249152
